Loan ID,Customer ID,Loan Amount,Loan Type,Rate of Interest,Term (Months),Loan Status,Issue Date,EMI
LOAN21268,CUST10935,,Asset,,60,Closed,2023-10-03,
LOAN21269,CUST10458,,Asset,12.13,60,Ongoing,2022-10-11,
LOAN21270,CUST10281,,Personal,,12,Closed,2022-03-17,
LOAN21271,CUST10994,,Auto,9.36,36,Ongoing,2021-10-01,
LOAN21272,CUST10917,4246742.0,Education,,60,Closed,2021-11-15,
LOAN21273,CUST10221,,Home,,48,Closed,2024-02-11,
LOAN21274,CUST10482,,Asset,13.27,36,Closed,2025-04-22,
LOAN21275,CUST10108,2678096.0,Education,14.47,60,Closed,2024-12-27,62969.09
LOAN21276,CUST10628,,Personal,7.34,36,Closed,2024-04-21,
LOAN21277,CUST10808,,Home,7.36,24,Ongoing,2024-04-16,
LOAN21278,CUST10911,4512354.0,Education,,36,Closed,2024-03-16,
LOAN21279,CUST10993,,Auto,13.89,12,Ongoing,2021-06-09,
LOAN21280,CUST10563,2809370.0,Auto,,36,Closed,2024-09-16,
LOAN21281,CUST10568,932181.0,Home,7.87,48,Ongoing,2022-08-18,22700.42
LOAN21282,CUST10814,2526963.0,Asset,9.05,24,Ongoing,2023-11-17,115501.63
LOAN21283,CUST10369,,Education,10.91,36,Ongoing,2022-03-09,
LOAN21284,CUST10892,3876109.0,Education,,48,Closed,2025-05-22,
LOAN21285,CUST10120,,Personal,10.13,48,Ongoing,2023-07-26,
LOAN21286,CUST10351,,Asset,,60,Ongoing,2024-10-03,
LOAN21287,CUST10171,792662.0,Auto,8.28,60,Closed,2024-11-23,16178.76
LOAN21288,CUST10200,,Asset,,48,Ongoing,2024-07-15,
LOAN21289,CUST10358,1517215.0,Asset,11.13,48,Ongoing,2025-02-28,39309.07
LOAN21290,CUST10468,741561.0,Personal,11.14,36,Closed,2021-12-21,24326.95
LOAN21291,CUST10815,,Auto,14.65,48,Ongoing,2024-02-11,
LOAN21292,CUST10477,3418433.0,Auto,11.32,36,Closed,2021-09-06,112433.85
LOAN21293,CUST10141,2372369.0,Personal,,60,Ongoing,2025-04-22,
LOAN21294,CUST10299,,Home,,12,Ongoing,2025-01-26,
LOAN21295,CUST10574,4297062.0,Home,,24,Closed,2022-07-02,
LOAN21296,CUST10547,3230639.0,Asset,,60,Closed,2024-11-14,
LOAN21297,CUST10406,,Home,8.81,36,Closed,2022-02-17,
LOAN21298,CUST10433,3194677.0,Personal,12.54,60,Closed,2022-09-05,71938.66
LOAN21299,CUST10195,,Education,,24,Closed,2022-09-21,
LOAN21300,CUST10720,,Auto,13.38,24,Closed,2025-01-20,
LOAN21301,CUST10479,,Auto,,48,Closed,2021-07-04,
LOAN21302,CUST10365,4359710.0,Auto,,36,Closed,2024-02-16,
LOAN21303,CUST10702,,Home,,48,Ongoing,2021-10-21,
LOAN21304,CUST10816,,Asset,11.46,60,Ongoing,2021-08-07,
LOAN21305,CUST10899,,Auto,14.44,12,Closed,2024-02-11,
LOAN21306,CUST10947,,Education,11.97,12,Ongoing,2021-08-31,
LOAN21307,CUST10217,,Home,12.73,24,Closed,2021-10-29,
LOAN21308,CUST10128,,Personal,7.55,24,Closed,2024-04-11,
LOAN21309,CUST10067,831209.0,Home,14.93,48,Ongoing,2024-07-16,23103.68
LOAN21310,CUST10654,,Home,15.0,48,Closed,2024-06-15,
LOAN21311,CUST10706,,Auto,,60,Ongoing,2021-08-08,
LOAN21312,CUST10147,2314805.0,Education,14.94,36,Ongoing,2023-01-01,80175.48
LOAN21313,CUST10443,819777.0,Home,8.36,60,Ongoing,2024-05-31,16763.72
LOAN21314,CUST10352,,Auto,,24,Closed,2025-03-03,
LOAN21315,CUST10500,,Home,,36,Ongoing,2023-07-08,
LOAN21316,CUST10471,,Education,7.4,12,Ongoing,2023-05-23,
LOAN21317,CUST10897,3518537.0,Home,,36,Ongoing,2024-01-19,
LOAN21318,CUST10599,1444300.0,Education,10.62,24,Closed,2022-12-26,67061.18
LOAN21319,CUST10175,,Education,7.6,60,Closed,2023-11-11,
LOAN21320,CUST10359,,Asset,,60,Ongoing,2025-03-30,
LOAN21321,CUST10969,3847748.0,Personal,,48,Ongoing,2022-01-10,
LOAN21322,CUST10053,2961475.0,Personal,,48,Ongoing,2024-11-03,
LOAN21323,CUST10858,,Home,8.79,36,Closed,2023-04-25,
LOAN21324,CUST10598,1239465.0,Education,,60,Ongoing,2023-08-03,
LOAN21325,CUST10174,,Home,14.17,48,Ongoing,2022-09-07,
LOAN21326,CUST10945,4889919.0,Education,13.92,48,Closed,2022-05-19,133428.1
LOAN21327,CUST10548,,Asset,13.0,60,Ongoing,2022-10-14,
LOAN21328,CUST10332,3030754.0,Education,,60,Ongoing,2023-01-28,
LOAN21329,CUST10488,,Auto,,60,Closed,2024-05-22,
LOAN21330,CUST10284,,Auto,,12,Closed,2023-10-26,
LOAN21331,CUST10896,,Auto,,24,Closed,2023-12-20,
LOAN21332,CUST10709,1710125.0,Education,12.74,24,Closed,2022-08-19,81093.77
LOAN21333,CUST10765,2221364.0,Asset,10.61,48,Closed,2022-04-13,56992.5
LOAN21334,CUST10055,,Education,12.63,60,Ongoing,2023-04-23,
LOAN21335,CUST10103,,Personal,8.06,24,Ongoing,2023-01-14,
LOAN21336,CUST10984,,Auto,11.48,36,Closed,2023-06-21,
LOAN21337,CUST10711,,Education,12.38,48,Closed,2023-10-25,
LOAN21338,CUST10749,4802319.0,Education,,60,Closed,2021-09-01,
LOAN21339,CUST10340,,Education,,36,Ongoing,2021-12-15,
LOAN21340,CUST10009,3440479.0,Education,,12,Ongoing,2021-09-20,
LOAN21341,CUST10513,,Asset,8.06,36,Closed,2022-01-03,
LOAN21342,CUST10978,,Auto,,36,Closed,2021-07-31,
LOAN21343,CUST10393,873702.0,Personal,,60,Ongoing,2024-11-25,
LOAN21344,CUST10663,4849886.0,Auto,,12,Closed,2023-12-23,
LOAN21345,CUST10267,4791820.0,Personal,,24,Ongoing,2023-03-15,
LOAN21346,CUST10188,,Home,11.63,60,Closed,2023-11-04,
LOAN21347,CUST10467,4491776.0,Home,12.86,60,Closed,2025-04-01,101880.08
LOAN21348,CUST10272,4166635.0,Personal,,24,Ongoing,2025-04-10,
LOAN21349,CUST10982,1244675.0,Home,,48,Closed,2021-07-19,
LOAN21350,CUST10561,4959820.0,Home,12.98,60,Closed,2023-01-02,112800.37
LOAN21351,CUST10476,,Auto,10.65,60,Closed,2024-06-09,
LOAN21352,CUST10521,,Home,12.12,48,Closed,2023-07-30,
LOAN21353,CUST10100,4906358.0,Home,12.61,48,Ongoing,2022-07-27,130677.58
LOAN21354,CUST10636,,Auto,,12,Ongoing,2022-12-21,
LOAN21355,CUST10480,,Personal,,48,Ongoing,2021-08-14,
LOAN21356,CUST10074,1615189.0,Education,9.86,36,Ongoing,2023-05-12,52011.51
LOAN21357,CUST10033,3031498.0,Education,9.22,60,Ongoing,2023-04-25,63253.09
LOAN21358,CUST10192,3038477.0,Education,,60,Closed,2023-06-06,
LOAN21359,CUST10481,1035548.0,Education,11.06,36,Closed,2023-03-17,33931.94
LOAN21360,CUST10801,3736933.0,Education,,60,Closed,2022-08-24,
LOAN21361,CUST10922,3749033.0,Asset,8.18,36,Closed,2022-09-02,117792.63
LOAN21362,CUST10657,,Education,,48,Closed,2022-11-28,
LOAN21363,CUST10144,2216281.0,Education,,12,Ongoing,2025-01-31,
LOAN21364,CUST10349,,Auto,,48,Ongoing,2024-09-07,
LOAN21365,CUST10793,,Education,12.8,24,Closed,2025-04-08,
LOAN21366,CUST10170,3178051.0,Education,8.63,12,Ongoing,2023-02-06,277380.26
LOAN21367,CUST10085,1880352.0,Asset,14.98,12,Closed,2024-06-24,169699.65
LOAN21368,CUST10390,1980587.0,Asset,14.55,12,Closed,2024-12-21,178344.15
LOAN21369,CUST10740,874524.0,Personal,,60,Ongoing,2022-10-06,
LOAN21370,CUST10689,,Education,,12,Ongoing,2021-07-26,
LOAN21371,CUST10512,105713.0,Home,10.09,24,Closed,2024-03-07,4882.51
LOAN21372,CUST10903,3276139.0,Home,,36,Ongoing,2025-04-27,
LOAN21373,CUST10694,1335007.0,Education,,48,Ongoing,2022-12-16,
LOAN21374,CUST10469,,Personal,8.47,12,Ongoing,2023-05-30,
LOAN21375,CUST10452,503527.0,Education,11.78,60,Closed,2025-02-19,11144.78
LOAN21376,CUST10209,4663965.0,Auto,,36,Closed,2022-08-17,
LOAN21377,CUST10986,,Education,9.51,36,Closed,2024-10-25,
LOAN21378,CUST10429,,Asset,,36,Closed,2021-09-22,
LOAN21379,CUST10513,,Education,,24,Ongoing,2022-02-15,
LOAN21380,CUST10755,600337.0,Personal,9.3,48,Closed,2023-10-28,15025.08
LOAN21381,CUST10695,538168.0,Personal,,36,Ongoing,2023-10-02,
LOAN21382,CUST10052,,Home,7.27,60,Ongoing,2023-04-27,
LOAN21383,CUST10700,2409137.0,Personal,9.29,36,Closed,2022-11-07,76935.49
LOAN21384,CUST10100,,Auto,,36,Closed,2021-08-16,
LOAN21385,CUST10718,4484383.0,Personal,9.46,24,Closed,2021-12-03,205815.64
LOAN21386,CUST10497,2382476.0,Personal,,24,Ongoing,2022-11-15,
LOAN21387,CUST10286,,Home,14.75,48,Ongoing,2023-11-18,
LOAN21388,CUST11000,2094046.0,Education,,24,Ongoing,2025-04-02,
LOAN21389,CUST10701,,Home,7.85,36,Closed,2023-11-08,
LOAN21390,CUST10124,,Personal,9.77,60,Ongoing,2024-12-04,
LOAN21391,CUST10019,,Home,,36,Ongoing,2024-07-16,
LOAN21392,CUST10689,,Personal,12.4,36,Ongoing,2024-10-31,
LOAN21393,CUST10319,2196324.0,Education,8.41,60,Ongoing,2024-10-05,44965.74
LOAN21394,CUST10455,,Home,7.93,48,Ongoing,2021-08-07,
LOAN21395,CUST10273,,Personal,,24,Ongoing,2022-04-18,
LOAN21396,CUST10528,626957.0,Education,,48,Ongoing,2023-07-09,
LOAN21397,CUST10024,729879.0,Asset,,36,Closed,2021-12-07,
LOAN21398,CUST10589,1377400.0,Auto,,48,Closed,2021-06-20,
LOAN21399,CUST10027,1439501.0,Education,,12,Closed,2022-04-12,
LOAN21400,CUST10606,,Home,12.65,48,Closed,2022-10-26,
LOAN21401,CUST10339,,Auto,7.27,60,Ongoing,2022-08-27,
LOAN21402,CUST10195,,Auto,8.3,60,Ongoing,2023-10-10,
LOAN21403,CUST10862,1490543.0,Auto,,12,Closed,2022-12-06,
LOAN21404,CUST10771,3396311.0,Education,11.4,48,Ongoing,2023-04-05,88440.63
LOAN21405,CUST10399,,Personal,9.07,36,Closed,2022-01-21,
LOAN21406,CUST10795,,Asset,8.1,24,Ongoing,2024-08-25,
LOAN21407,CUST10280,,Education,,48,Closed,2022-02-10,
LOAN21408,CUST10102,2371173.0,Home,,24,Closed,2024-03-30,
LOAN21409,CUST10073,,Home,7.8,12,Ongoing,2024-11-19,
LOAN21410,CUST10323,4237443.0,Home,7.38,24,Closed,2024-11-12,190452.07
LOAN21411,CUST10348,2816064.0,Asset,,36,Closed,2024-12-12,
LOAN21412,CUST10096,393659.0,Education,,60,Closed,2024-10-23,
LOAN21413,CUST10889,570228.0,Home,13.77,24,Ongoing,2023-06-21,27316.37
LOAN21414,CUST10278,,Personal,11.11,12,Ongoing,2025-03-13,
LOAN21415,CUST10708,,Personal,8.45,12,Ongoing,2022-04-24,
LOAN21416,CUST10163,,Personal,,60,Ongoing,2024-09-29,
LOAN21417,CUST10882,,Home,12.17,60,Ongoing,2021-11-05,
LOAN21418,CUST10436,,Auto,,12,Closed,2024-07-30,
LOAN21419,CUST10396,,Home,7.99,24,Closed,2021-08-25,
LOAN21420,CUST10549,1080373.0,Personal,,24,Closed,2024-10-10,
LOAN21421,CUST10155,1824172.0,Asset,,36,Ongoing,2024-05-30,
LOAN21422,CUST10857,,Education,13.23,36,Ongoing,2021-10-19,
LOAN21423,CUST10913,2422129.0,Asset,13.38,24,Closed,2021-11-07,115585.22
LOAN21424,CUST10657,4555390.0,Auto,,60,Ongoing,2022-05-19,
LOAN21425,CUST10537,,Auto,,48,Ongoing,2025-03-11,
LOAN21426,CUST10177,,Asset,,12,Closed,2022-08-30,
LOAN21427,CUST10085,,Asset,7.21,48,Closed,2023-08-07,
LOAN21428,CUST10713,,Home,,48,Closed,2023-05-24,
LOAN21429,CUST10531,,Personal,,12,Ongoing,2021-07-11,
LOAN21430,CUST10951,,Auto,11.28,24,Closed,2025-02-08,
LOAN21431,CUST10847,4922418.0,Auto,,12,Ongoing,2023-10-06,
LOAN21432,CUST10437,4875817.0,Auto,9.61,12,Closed,2022-08-18,427777.88
LOAN21433,CUST10541,,Auto,10.22,36,Closed,2022-03-12,
LOAN21434,CUST10834,,Home,13.39,48,Ongoing,2024-02-15,
LOAN21435,CUST10172,2459825.0,Personal,12.67,12,Ongoing,2022-07-25,219324.21
LOAN21436,CUST10498,2177790.0,Auto,,24,Closed,2022-05-17,
LOAN21437,CUST10416,3528759.0,Personal,8.95,12,Ongoing,2024-10-13,308513.37
LOAN21438,CUST10350,998516.0,Home,12.1,36,Ongoing,2021-08-23,33212.73
LOAN21439,CUST10841,,Education,,36,Closed,2023-02-04,
LOAN21440,CUST10169,,Personal,,60,Closed,2021-08-17,
LOAN21441,CUST10936,,Education,,36,Closed,2025-04-03,
LOAN21442,CUST10675,70701.0,Auto,,48,Closed,2021-08-13,
LOAN21443,CUST10438,2180013.0,Personal,8.84,48,Closed,2021-11-05,54084.24
LOAN21444,CUST10604,2714016.0,Personal,12.48,48,Closed,2025-03-11,72111.75
LOAN21445,CUST10143,1464499.0,Auto,9.4,24,Closed,2024-07-30,67174.36
LOAN21446,CUST10932,3618475.0,Education,,60,Closed,2023-06-20,
LOAN21447,CUST10654,2588047.0,Auto,,36,Closed,2023-11-09,
LOAN21448,CUST10385,,Education,10.22,12,Ongoing,2023-12-04,
LOAN21449,CUST10553,,Education,,36,Ongoing,2021-06-28,
LOAN21450,CUST10587,3384365.0,Personal,,24,Closed,2022-01-13,
LOAN21451,CUST10213,,Personal,,36,Ongoing,2022-06-24,
LOAN21452,CUST10599,1858379.0,Home,,12,Closed,2021-12-01,
LOAN21453,CUST10953,2269758.0,Home,,36,Closed,2023-02-09,
LOAN21454,CUST10900,,Personal,13.45,48,Ongoing,2022-07-26,
LOAN21455,CUST10454,267035.0,Auto,13.62,24,Ongoing,2023-01-12,12773.24
LOAN21456,CUST10872,,Auto,,48,Ongoing,2022-06-15,
LOAN21457,CUST10726,109088.0,Auto,11.78,60,Closed,2024-06-18,2414.49
LOAN21458,CUST10953,1569117.0,Home,10.71,12,Closed,2021-10-11,138469.0
LOAN21459,CUST10924,3469634.0,Personal,10.62,36,Ongoing,2022-05-13,112968.01
LOAN21460,CUST10968,3147933.0,Asset,14.57,36,Ongoing,2024-12-29,108462.43
LOAN21461,CUST10641,615873.0,Education,,12,Ongoing,2024-04-06,
LOAN21462,CUST10388,2494604.0,Personal,8.7,48,Ongoing,2022-04-21,61723.58
LOAN21463,CUST10079,3898553.0,Personal,,36,Closed,2022-12-13,
LOAN21464,CUST10450,,Auto,,60,Ongoing,2021-06-27,
LOAN21465,CUST10478,,Education,9.37,24,Closed,2023-09-24,
LOAN21466,CUST10728,,Education,9.29,60,Closed,2024-01-13,
LOAN21467,CUST10311,,Home,,12,Closed,2024-09-11,
LOAN21468,CUST10313,,Education,13.06,12,Closed,2025-05-24,
LOAN21469,CUST10461,304133.0,Personal,10.86,12,Closed,2022-01-11,26859.92
LOAN21470,CUST10921,,Education,14.19,36,Ongoing,2022-08-16,
LOAN21471,CUST10121,153418.0,Auto,10.15,12,Closed,2025-04-02,13498.58
LOAN21472,CUST10023,,Home,9.93,36,Ongoing,2023-07-01,
LOAN21473,CUST10775,,Home,8.13,12,Ongoing,2024-05-11,
LOAN21474,CUST10792,2616574.0,Home,11.22,12,Ongoing,2023-07-03,231525.75
LOAN21475,CUST10987,790980.0,Auto,,12,Closed,2025-01-07,
LOAN21476,CUST10115,,Auto,8.28,60,Closed,2025-04-22,
LOAN21477,CUST10028,1948235.0,Personal,,12,Closed,2022-06-27,
LOAN21478,CUST10130,2410876.0,Auto,7.11,36,Closed,2022-10-19,74562.16
LOAN21479,CUST10723,4785066.0,Education,7.07,12,Ongoing,2024-12-24,414190.62
LOAN21480,CUST10532,,Education,10.91,24,Closed,2023-12-18,
LOAN21481,CUST10992,1189314.0,Asset,,12,Closed,2024-06-18,
LOAN21482,CUST10859,,Asset,,12,Closed,2022-05-15,
LOAN21483,CUST10641,,Home,,60,Closed,2025-02-05,
LOAN21484,CUST10841,4088968.0,Personal,,24,Ongoing,2022-04-06,
LOAN21485,CUST10096,4702284.0,Education,,24,Closed,2022-10-30,
LOAN21486,CUST10946,,Personal,,48,Ongoing,2021-12-24,
LOAN21487,CUST10821,,Personal,8.6,24,Closed,2023-07-04,
LOAN21488,CUST10898,3631615.0,Home,9.36,12,Ongoing,2023-10-07,318196.69
LOAN21489,CUST10955,,Home,9.45,60,Closed,2022-07-29,
LOAN21490,CUST10993,67123.0,Home,10.63,12,Ongoing,2024-10-21,5920.86
LOAN21491,CUST10490,2837528.0,Personal,,12,Closed,2025-03-13,
LOAN21492,CUST10369,,Auto,10.26,48,Ongoing,2022-11-10,
LOAN21493,CUST10595,1756701.0,Home,,48,Closed,2024-08-13,
LOAN21494,CUST10811,,Asset,12.79,48,Ongoing,2022-02-01,
LOAN21495,CUST10772,3529573.0,Education,12.44,24,Ongoing,2023-01-06,166875.43
LOAN21496,CUST10529,,Auto,,48,Ongoing,2023-06-21,
LOAN21497,CUST10501,,Personal,9.45,12,Closed,2022-05-07,
LOAN21498,CUST10924,,Auto,,36,Ongoing,2021-09-14,
LOAN21499,CUST10454,,Education,10.41,60,Closed,2022-12-26,
LOAN21500,CUST10059,,Education,,48,Closed,2025-05-02,
LOAN21501,CUST10785,4412696.0,Education,,12,Ongoing,2024-12-29,
LOAN21502,CUST10875,,Personal,8.79,60,Ongoing,2022-04-23,
LOAN21503,CUST10163,4732557.0,Education,,24,Ongoing,2024-12-04,
LOAN21504,CUST10809,,Home,9.92,12,Ongoing,2023-04-03,
LOAN21505,CUST10880,4720829.0,Education,,24,Ongoing,2021-12-12,
LOAN21506,CUST10971,4485175.0,Personal,,60,Closed,2022-02-03,
LOAN21507,CUST10612,,Personal,,48,Ongoing,2024-08-22,
LOAN21508,CUST10632,4876488.0,Asset,10.37,24,Closed,2021-07-10,225858.86
LOAN21509,CUST10103,571724.0,Education,12.48,24,Ongoing,2025-04-19,27041.37
LOAN21510,CUST10079,2014731.0,Education,,60,Closed,2022-07-31,
LOAN21511,CUST10363,3112646.0,Personal,7.01,60,Ongoing,2022-11-12,61648.81
LOAN21512,CUST10872,1728326.0,Auto,14.3,24,Ongoing,2022-01-25,83227.07
LOAN21513,CUST10456,,Personal,,60,Ongoing,2024-07-22,
LOAN21514,CUST10343,,Personal,14.55,12,Ongoing,2022-09-02,
LOAN21515,CUST10922,,Home,11.95,60,Ongoing,2023-10-17,
LOAN21516,CUST10566,,Home,,48,Ongoing,2023-04-11,
LOAN21517,CUST10939,2991734.0,Auto,,36,Ongoing,2024-09-04,
LOAN21518,CUST10576,,Personal,,48,Closed,2022-06-15,
LOAN21519,CUST10028,937689.0,Home,7.46,12,Ongoing,2024-04-06,81334.16
LOAN21520,CUST10976,,Auto,,12,Closed,2023-05-04,
LOAN21521,CUST10510,486822.0,Auto,11.04,60,Closed,2021-06-14,10594.4
LOAN21522,CUST10046,1195771.0,Personal,12.57,24,Closed,2022-09-26,56607.92
LOAN21523,CUST10020,,Personal,,24,Ongoing,2021-07-15,
LOAN21524,CUST10262,3262597.0,Auto,,48,Ongoing,2022-11-26,
LOAN21525,CUST10785,3119290.0,Auto,13.53,36,Ongoing,2024-09-17,105899.27
LOAN21526,CUST10470,,Personal,9.87,12,Ongoing,2024-01-10,
LOAN21527,CUST10009,,Asset,13.47,12,Ongoing,2023-09-28,
LOAN21528,CUST10218,,Home,7.89,24,Closed,2025-05-08,
LOAN21529,CUST10614,1938568.0,Personal,8.99,48,Ongoing,2023-03-20,48232.14
LOAN21530,CUST10165,,Education,7.51,60,Ongoing,2021-06-13,
LOAN21531,CUST10611,1293475.0,Personal,,48,Closed,2021-06-13,
LOAN21532,CUST10962,,Personal,7.63,12,Ongoing,2023-08-23,
LOAN21533,CUST10008,,Auto,7.74,48,Closed,2024-07-10,
LOAN21534,CUST10339,2580069.0,Auto,,12,Closed,2023-06-29,
LOAN21535,CUST10195,941336.0,Auto,14.87,36,Closed,2022-05-16,32571.83
LOAN21536,CUST10579,2506321.0,Home,7.16,36,Ongoing,2024-08-05,77571.4
LOAN21537,CUST10891,,Asset,9.56,24,Closed,2021-07-28,
LOAN21538,CUST10655,2383285.0,Personal,10.61,36,Closed,2023-06-20,77586.26
LOAN21539,CUST10963,4435901.0,Asset,,60,Ongoing,2022-07-15,
LOAN21540,CUST10470,3981801.0,Auto,11.62,60,Closed,2025-02-03,87810.25
LOAN21541,CUST10404,,Education,10.59,60,Closed,2022-07-31,
LOAN21542,CUST10862,,Personal,,24,Ongoing,2021-12-05,
LOAN21543,CUST10731,,Auto,12.03,12,Closed,2025-03-18,
LOAN21544,CUST10591,,Auto,12.96,36,Ongoing,2022-06-25,
LOAN21545,CUST10995,,Education,,36,Closed,2024-11-20,
LOAN21546,CUST10800,,Education,,36,Closed,2022-04-23,
LOAN21547,CUST10080,,Home,12.51,36,Closed,2024-06-29,
LOAN21548,CUST10856,1683116.0,Auto,,48,Ongoing,2025-05-03,
LOAN21549,CUST10928,,Personal,7.27,12,Ongoing,2024-04-02,
LOAN21550,CUST10326,4708757.0,Education,,12,Ongoing,2024-12-13,
LOAN21551,CUST10990,,Home,9.18,48,Closed,2025-01-12,
LOAN21552,CUST10936,3599702.0,Asset,10.2,24,Closed,2022-11-11,166440.47
LOAN21553,CUST10448,,Auto,,48,Ongoing,2021-12-31,
LOAN21554,CUST10370,,Asset,,60,Ongoing,2022-11-26,
LOAN21555,CUST10872,2116827.0,Auto,9.89,36,Closed,2024-05-25,68194.78
LOAN21556,CUST10326,,Auto,,36,Ongoing,2024-02-18,
LOAN21557,CUST10575,,Education,,48,Closed,2022-03-09,
LOAN21558,CUST10234,1754618.0,Personal,,48,Ongoing,2023-04-28,
LOAN21559,CUST10724,,Auto,,24,Closed,2024-11-16,
LOAN21560,CUST10709,,Auto,,60,Ongoing,2023-09-12,
LOAN21561,CUST10047,4549613.0,Education,,60,Ongoing,2021-06-10,
LOAN21562,CUST10512,2319764.0,Auto,,24,Closed,2022-10-03,
LOAN21563,CUST10153,2026928.0,Auto,,12,Ongoing,2022-12-03,
LOAN21564,CUST10178,,Home,,24,Closed,2021-11-19,
LOAN21565,CUST10406,1351822.0,Home,,48,Ongoing,2022-06-14,
LOAN21566,CUST10786,1196002.0,Personal,,36,Ongoing,2024-10-30,
LOAN21567,CUST10477,,Auto,,24,Closed,2025-03-15,
LOAN21568,CUST10703,120468.0,Personal,14.09,36,Ongoing,2024-10-06,4122.58
LOAN21569,CUST10337,,Personal,8.92,36,Closed,2021-08-27,
LOAN21570,CUST10012,,Education,7.11,36,Closed,2022-06-06,
LOAN21571,CUST10600,1744918.0,Auto,12.14,36,Ongoing,2024-09-21,58072.99
LOAN21572,CUST10718,,Auto,14.89,48,Ongoing,2025-04-04,
LOAN21573,CUST10859,,Home,8.33,24,Closed,2023-06-10,
LOAN21574,CUST10155,,Personal,14.01,60,Ongoing,2021-06-21,
LOAN21575,CUST10963,,Personal,,24,Closed,2024-01-11,
LOAN21576,CUST10488,,Home,,12,Ongoing,2024-11-20,
LOAN21577,CUST10365,4892326.0,Education,,48,Ongoing,2021-10-07,
LOAN21578,CUST10638,4828141.0,Auto,,12,Closed,2022-03-02,
LOAN21579,CUST10360,,Personal,7.11,12,Closed,2022-02-05,
LOAN21580,CUST10722,4017611.0,Education,13.51,36,Ongoing,2024-04-19,136358.22
LOAN21581,CUST10432,3849744.0,Home,9.35,24,Ongoing,2022-08-27,176493.42
LOAN21582,CUST10943,,Home,,36,Ongoing,2023-04-16,
LOAN21583,CUST10661,,Education,12.85,36,Ongoing,2023-06-20,
LOAN21584,CUST10475,1716356.0,Auto,14.6,24,Closed,2025-05-28,82894.53
LOAN21585,CUST10633,,Home,,60,Ongoing,2023-07-27,
LOAN21586,CUST10482,4321201.0,Home,10.85,60,Closed,2023-06-04,93630.45
LOAN21587,CUST10628,,Auto,,48,Ongoing,2021-08-18,
LOAN21588,CUST10245,,Home,,36,Closed,2025-03-11,
LOAN21589,CUST10869,,Education,9.35,12,Closed,2023-02-23,
LOAN21590,CUST10521,,Personal,14.98,36,Ongoing,2023-05-30,
LOAN21591,CUST10439,2549592.0,Auto,,48,Ongoing,2021-08-16,
LOAN21592,CUST10850,,Personal,,12,Closed,2021-10-14,
LOAN21593,CUST10038,608427.0,Home,14.67,12,Ongoing,2025-02-20,54820.9
LOAN21594,CUST10081,,Education,,48,Ongoing,2023-04-30,
LOAN21595,CUST10737,2383674.0,Asset,,12,Ongoing,2022-12-17,
LOAN21596,CUST10045,,Personal,13.45,12,Ongoing,2024-03-09,
LOAN21597,CUST10894,3276315.0,Personal,,36,Ongoing,2023-08-12,
LOAN21598,CUST10850,875060.0,Education,,60,Ongoing,2025-05-21,
LOAN21599,CUST10267,1584637.0,Home,13.02,12,Ongoing,2022-02-05,141550.33
LOAN21600,CUST10387,3002117.0,Auto,7.09,60,Closed,2024-04-11,59573.07
LOAN21601,CUST10514,,Personal,14.86,12,Ongoing,2022-03-18,
LOAN21602,CUST10313,,Asset,,12,Ongoing,2022-09-29,
LOAN21603,CUST10433,4480961.0,Education,,36,Ongoing,2023-09-15,
LOAN21604,CUST10006,922441.0,Auto,10.4,12,Ongoing,2024-07-22,81268.93
LOAN21605,CUST10999,,Education,7.44,12,Closed,2022-09-20,
LOAN21606,CUST10941,,Auto,10.2,12,Closed,2022-05-02,
LOAN21607,CUST10491,,Personal,13.14,60,Ongoing,2022-10-02,
LOAN21608,CUST10969,,Home,,60,Ongoing,2024-03-07,
LOAN21609,CUST10615,1385373.0,Auto,,60,Ongoing,2022-07-11,
LOAN21610,CUST10913,4303334.0,Education,,36,Ongoing,2024-06-20,
LOAN21611,CUST10409,,Education,,60,Ongoing,2021-09-20,
LOAN21612,CUST10017,,Home,,60,Closed,2023-01-24,
LOAN21613,CUST10589,,Education,,36,Closed,2024-05-20,
LOAN21614,CUST10885,,Home,13.98,48,Ongoing,2023-01-01,
LOAN21615,CUST10043,3027082.0,Asset,11.92,60,Closed,2024-05-14,67213.46
LOAN21616,CUST10727,,Asset,,60,Closed,2024-05-02,
LOAN21617,CUST10598,,Auto,9.48,60,Closed,2021-10-08,
LOAN21618,CUST10835,1498535.0,Home,,60,Closed,2023-01-25,
LOAN21619,CUST10415,,Education,9.98,36,Closed,2024-08-13,
LOAN21620,CUST10285,,Education,,12,Ongoing,2021-06-14,
LOAN21621,CUST10364,,Home,,24,Closed,2022-05-28,
LOAN21622,CUST10382,2175230.0,Personal,13.05,24,Closed,2022-09-03,103465.49
LOAN21623,CUST10697,1756437.0,Personal,8.47,24,Ongoing,2022-11-13,79815.93
LOAN21624,CUST10967,,Personal,12.37,60,Closed,2025-02-01,
LOAN21625,CUST10371,,Home,9.42,12,Closed,2023-06-18,
LOAN21626,CUST10754,2204670.0,Home,7.7,36,Closed,2023-06-11,68781.63
LOAN21627,CUST10991,4769460.0,Auto,,36,Ongoing,2022-02-06,
LOAN21628,CUST10385,,Home,12.93,36,Ongoing,2023-08-15,
LOAN21629,CUST10654,449123.0,Education,,24,Closed,2025-01-22,
LOAN21630,CUST10720,477229.0,Education,10.75,12,Closed,2022-07-06,42122.66
